"Last_Name","Name","Pos","Team","Num","feet","inches","Weight","DOB","Pos_r","Cm","Kg","Dob","Age","Cm_j"
"Rivers"," Ronnie","RB","LAR",30,5,9,195,"1/31/99","RB-FB",175.26,88.64,1999-01-31,24.5,175.63
"Roach"," Malcolm","DL","NO",97,6,3,290,"6/9/98","DL-DE",190.5,131.82,1998-06-09,25.2,189.03
"Robbins"," Brad","P","CIN",10,6,1,203,"10/6/98","S.TEAMS",185.42,92.27,1998-10-06,24.9,185.36
"Roberson Jr."," Reggie","WR","TEN",80,5,11,193,"10/14/98","WR-TE",180.34,87.73,1998-10-14,24.8,179.08
"Roberts"," Elandon","LB","PIT",50,6,1,238,"4/22/94","LB",185.42,108.18,1994-04-22,29.3,186.43
"Roberts"," Sam","DT","NE",96,6,5,295,"4/14/98",NA,195.58,134.09,1998-04-14,25.3,196.28
"Robertson"," Amik","CB","LV",21,5,8,187,"7/6/98","DB-CB-S",172.72,85,1998-07-06,25.1,175.76
"Robertson-Harris"," Roy","DL","JAC",95,6,5,290,"7/23/93","DL-DE",195.58,131.82,1993-07-23,30.1,196.38
"Robinson"," Aaron","CB","NYG",33,6,1,193,"11/10/98","DB-CB-S",185.42,87.73,1998-11-10,24.8,185.66
"Robinson"," A'Shawn","DT","NYG",91,6,3,320,"3/21/95",NA,190.5,145.45,1995-03-21,28.4,187.59
"Robinson"," Bijan","RB","ATL",7,5,11,215,"1/30/02","RB-FB",180.34,97.73,2002-01-30,21.5,181.8
"Robinson"," Brian","RB","WAS",8,6,1,228,"3/22/99","RB-FB",185.42,103.64,1999-03-22,24.4,185.36
"Robinson"," Cam","OL","JAC",74,6,6,335,"10/9/95","OL-G-C",198.12,152.27,1995-10-09,27.8,199.92
"Robinson"," Curtis","LB","SF",59,6,3,235,"6/2/98","LB",190.5,106.82,1998-06-02,25.2,190.13
"Robinson"," Demarcus","WR","LAR",NA,6,1,203,"9/21/94","WR-TE",185.42,92.27,1994-09-21,28.9,186.9
"Robinson"," Dominique","DL","CHI",91,6,5,253,"7/2/98","DL-DE",195.58,115,1998-07-02,25.1,193.63
"Robinson"," James","RB","NYG",NA,5,9,219,"8/9/98","RB-FB",175.26,99.55,1998-08-09,25,174.99
"Robinson"," Jammie","S","CAR",22,5,11,190,"1/24/01","DB-CB-S",180.34,86.36,2001-01-24,22.5,182.15
"Robinson"," Janarius","DE","PHI",59,6,5,260,"5/4/98","DL-DE",195.58,118.18,1998-05-04,25.3,194.5
"Robinson"," Kenny","S","PIT",41,6,2,200,"1/8/99","DB-CB-S",187.96,90.91,1999-01-08,24.6,187.96
"Robinson"," Mark","LB","PIT",93,5,11,235,"8/14/99","LB",180.34,106.82,1999-08-14,24,178.13
"Robinson"," Tavius","LB","BAL",95,6,6,258,"1/3/99","LB",198.12,117.27,1999-01-03,24.6,198.1
"Robinson"," Tyrese","G","PHI",76,6,3,317,"8/21/99","OL-G-C",190.5,144.09,1999-08-21,24,189.09
"Robinson"," Wan'Dale","WR","NYG",17,5,8,185,"1/5/01","WR-TE",172.72,84.09,2001-01-05,22.6,175.68
"Robinson II"," Allen","WR","PIT",11,6,2,220,"8/24/93","WR-TE",187.96,100,1993-08-24,30,187.63
"Roby"," Bradley","CB","NO",21,5,11,194,"5/1/92","DB-CB-S",180.34,88.18,1992-05-01,31.3,181.63
"Roche"," Quincy","LB","PIT",48,6,3,245,"2/10/98","LB",190.5,111.36,1998-02-10,25.5,193.2
"Rochell"," Isaac","DE","LV",NA,6,3,280,"4/22/95","DL-DE",190.5,127.27,1995-04-22,28.3,188.48
"Rochell"," Robert","DB","LAR",8,6,2,195,"4/26/98","DB-CB-S",187.96,88.64,1998-04-26,25.3,189.59
"Rodgers"," Aaron","QB","NYJ",8,6,2,223,"12/2/83","QB",187.96,101.36,1983-12-02,39.7,190.56
"Rodgers"," Amari","WR","IND",NA,5,9,212,"9/23/99","WR-TE",175.26,96.36,1999-09-23,23.9,176.77
"Rodriguez"," Malcolm","LB","DET",44,5,11,225,"3/29/99","LB",180.34,102.27,1999-03-29,24.4,180.76
"Rodriguez Jr."," Christopher","RB","WAS",23,5,11,224,"9/26/00","RB-FB",180.34,101.82,2000-09-26,22.9,180.68
"Rogers"," Armani","TE","WAS",88,6,5,225,"12/4/97","WR-TE",195.58,102.27,1997-12-04,25.7,195.09
"Romo"," John Parker","K","DET",24,5,11,176,"8/27/97","S.TEAMS",180.34,80,1997-08-27,26,181.81
"Roos"," Jordan","G","TEN",70,6,3,302,"7/6/93","OL-G-C",190.5,137.27,1993-07-06,30.1,190.42
"Rose"," Mike","LB","MIA",NA,6,4,243,"5/25/00","LB",193.04,110.45,2000-05-25,23.2,191.59
"Ross"," D'Angelo","CB","HOU",37,5,9,190,"10/29/96","DB-CB-S",175.26,86.36,1996-10-29,26.8,173.94
"Ross"," Josh","LB","BAL",51,6,0,229,"10/31/99","LB",182.88,104.09,1999-10-31,23.8,181.56
"Ross"," Justyn","WR","KC",8,6,4,210,"12/15/99","WR-TE",193.04,95.45,1999-12-15,23.7,192.98
"Ross III"," John","WR","KC",85,5,11,190,"11/27/95","WR-TE",180.34,86.36,1995-11-27,27.7,176.49
"Rountree III"," Larry","RB","LAC",34,5,10,211,"2/13/99","RB-FB",177.8,95.91,1999-02-13,24.5,178.8
"Rourke"," Nathan","QB","JAC",NA,6,1,209,"5/24/98","QB",185.42,95,1998-05-24,25.2,183.18
"Rousseau"," Greg","DE","BUF",50,6,6,266,"4/5/00","DL-DE",198.12,120.91,2000-04-05,23.4,197.13
"Rowe"," Eric","CB","CAR",20,6,1,205,"10/3/92","DB-CB-S",185.42,93.18,1992-10-03,30.9,184.43
"Roy"," Bravvion","DT","CHI",NA,6,1,330,"10/18/96",NA,185.42,150,1996-10-18,26.8,184.74
"Roy"," Jaquelin","DL","MIN",78,6,3,305,"10/22/00","DL-DE",190.5,138.64,2000-10-22,22.8,189.83
"Rozeboom"," Christian","LB","LAR",56,6,2,230,"1/30/97","LB",187.96,104.55,1997-01-30,26.5,186.35
"Ruckert"," Jeremy","TE","NYJ",89,6,5,250,"8/11/00","WR-TE",195.58,113.64,2000-08-11,23,195.27
"Rudolph"," Mason","QB","PIT",2,6,5,235,"7/17/95","QB",195.58,106.82,1995-07-17,28.1,197.13
"Ruiz"," Cesar","C","NO",51,6,4,316,"6/14/99","OL-G-C",193.04,143.64,1999-06-14,24.2,191.25
"Rumph II"," Chris","LB","LAC",94,6,2,244,"10/19/98","LB",187.96,110.91,1998-10-19,24.8,190.15
"Runyan"," Jon","G","GB",76,6,4,307,"8/8/97","OL-G-C",193.04,139.55,1997-08-08,26,190.58
"Rupcich"," Andrew","OT","TEN",76,6,6,318,"4/1/99","OL-G-C",198.12,144.55,1999-04-01,24.4,199.74
"Rush"," Cooper","QB","DAL",10,6,3,225,"11/21/93","QB",190.5,102.27,1993-11-21,29.7,192.89
"Rush"," Darius","CB","IND",30,6,2,198,"2/22/00","DB-CB-S",187.96,90,2000-02-22,23.5,188.17
"Rush"," Thomas","LB","TEN",48,6,3,251,"1/31/00","LB",190.5,114.09,2000-01-31,23.5,187.47
"Russell"," Brady","TE","PHI",83,6,3,247,NA,"WR-TE",190.5,112.27,NA,NA,191.83
"Russell"," Chapelle","LB","PIT",49,6,1,230,"1/20/97","LB",185.42,104.55,1997-01-20,26.6,185.49
"Russell"," J.J.","LB","TB",51,6,1,225,"10/12/98","LB",185.42,102.27,1998-10-12,24.8,188.37
"Russey"," Kody","LB","NE",66,6,2,300,"5/14/98","LB",187.96,136.36,1998-05-14,25.2,186.01
"Ryan"," Liam","OT","SEA",NA,6,5,305,"10/29/97","OL-G-C",195.58,138.64,1997-10-29,25.8,195
"Ryan"," Sean","WR","BAL",82,6,3,198,NA,"WR-TE",190.5,90,NA,NA,190.08
"Ryland"," Chad","K","NE",62,6,0,183,"10/15/99","S.TEAMS",182.88,83.18,1999-10-15,23.8,180.85
"Rypien"," Brett","QB","LAR",11,6,2,202,"7/9/96","QB",187.96,91.82,1996-07-09,27.1,189.3
"Saldiveri"," Nick","OL","NO",64,6,6,316,"8/14/00","OL-G-C",198.12,143.64,2000-08-14,23,197.11
"Salyer"," Jamaree","OL","LAC",68,6,4,325,"7/13/00","OL-G-C",193.04,147.73,2000-07-13,23.1,193.78
"Sample"," Cam","DE","CIN",96,6,3,272,"9/20/99","DL-DE",190.5,123.64,1999-09-20,23.9,189.67
"Sample"," Drew","TE","CIN",89,6,5,255,"4/16/96","WR-TE",195.58,115.91,1996-04-16,27.3,195.57
"Sample"," Jalen","WR","WAS",18,6,4,200,"3/19/99","WR-TE",193.04,90.91,1999-03-19,24.4,192.23
"Sampson"," Caleb","DT","IND",68,6,3,306,"7/28/98",NA,190.5,139.09,1998-07-28,25,186.73
"Samuel"," Curtis","WR","WAS",4,5,11,195,"8/11/96","WR-TE",180.34,88.64,1996-08-11,27,181.52
"Samuel"," Deebo","WR","SF",19,6,0,215,"1/15/96","WR-TE",182.88,97.73,1996-01-15,27.6,183.47
"Samuel Jr."," Asante","CB","LAC",26,5,10,180,"10/3/99","DB-CB-S",177.8,81.82,1999-10-03,23.9,179.09
"Sanborn"," Jack","LB","CHI",57,6,2,234,"7/29/00","LB",187.96,106.36,2000-07-29,23,187.39
"Sanchez"," Rigoberto","P","IND",8,6,0,195,"9/8/94","S.TEAMS",182.88,88.64,1994-09-08,28.9,183.57
"Sanders"," Braylon","WR","MIA",86,6,1,194,"1/21/99","WR-TE",185.42,88.18,1999-01-21,24.6,186.31
"Sanders"," Drew","LB","DEN",41,6,5,233,"12/31/00","LB",195.58,105.91,2000-12-31,22.6,194.74
"Sanders"," Jason","K","MIA",7,5,11,190,"11/16/95","S.TEAMS",180.34,86.36,1995-11-16,27.7,180.72
"Sanders"," Kelle","LB","BAL",56,6,4,246,"2/16/99","LB",193.04,111.82,1999-02-16,24.5,187.95
"Sanders"," Miles","RB","CAR",6,5,11,210,"5/1/97","RB-FB",180.34,95.45,1997-05-01,26.3,182.28
"Sanders"," Myjai","LB","ARI",41,6,5,248,"7/12/98","LB",195.58,112.73,1998-07-12,25.1,192.88
"Santos"," Cairo","K","CHI",8,5,8,175,"11/12/91","S.TEAMS",172.72,79.55,1991-11-12,31.8,172.66
"Sapp III"," Benny","S","GB",48,5,11,200,"6/27/00","DB-CB-S",180.34,90.91,2000-06-27,23.1,180.52
"Sarell"," Foster","OT","LAC",73,6,6,322,"8/28/98","OL-G-C",198.12,146.36,1998-08-28,25,196.64
"Saubert"," Eric","TE","MIA",82,6,5,253,"5/1/94","WR-TE",195.58,115,1994-05-01,29.3,194.88
"Saunders"," C.J.","WR","CAR",85,5,10,190,"9/15/96","WR-TE",177.8,86.36,1996-09-15,26.9,178.03
"Saunders"," Khalen","DT","NO",99,6,0,324,"8/9/96",NA,182.88,147.27,1996-08-09,27,184.15
"Savage"," Darnell","S","GB",26,5,11,198,"7/30/97","DB-CB-S",180.34,90,1997-07-30,26,180.17
"Saylors"," Jacob","HB","CIN",34,5,10,199,"3/8/01","RB-FB",177.8,90.45,2001-03-08,22.4,176.8
"Scaife Jr."," DJ","OT","HOU",NA,6,3,321,"2/17/00","OL-G-C",190.5,145.91,2000-02-17,23.5,186.63
"Scales"," Patrick","LS","CHI",48,6,3,226,"2/11/88","S.TEAMS",190.5,102.73,1988-02-11,35.5,188.32
"Scharping"," Max","G","CIN",74,6,6,325,"8/10/96","OL-G-C",198.12,147.73,1996-08-10,27,198.14
"Scherff"," Brandon","OL","JAC",68,6,5,315,"12/26/91","OL-G-C",195.58,143.18,1991-12-26,31.6,193.52
"Schlottmann"," Austin","G","MIN",65,6,6,300,"9/18/95","OL-G-C",198.12,136.36,1995-09-18,27.9,197.08
"Schmitz"," John Michael","OL","NYG",61,6,4,310,"3/19/99","OL-G-C",193.04,140.91,1999-03-19,24.4,193.82
"Schneider"," Cole","G","GB",NA,6,3,309,"8/13/98","OL-G-C",190.5,140.45,1998-08-13,25,190.66
"Schooler"," Brenden","DB","NE",41,6,1,205,"5/30/97","DB-CB-S",185.42,93.18,1997-05-30,26.2,184.25
"Schoonmaker"," Luke","TE","DAL",86,6,5,250,"9/28/98","WR-TE",195.58,113.64,1998-09-28,24.9,197.16
"Schreck"," Mason","TE","HOU",86,6,5,252,"11/4/93","WR-TE",195.58,114.55,1993-11-04,29.8,195.67
"Schultz"," Dalton","TE","HOU",83,6,5,244,"7/11/96","WR-TE",195.58,110.91,1996-07-11,27.1,195.97
"Schwartz"," Anthony","WR","CLE",10,6,0,186,"9/5/00","WR-TE",182.88,84.55,2000-09-05,22.9,180.87
"Schweitzer"," Wes","OL","NYJ",71,6,4,300,"9/11/93","OL-G-C",193.04,136.36,1993-09-11,29.9,191.94
"Scott"," Boston","RB","PHI",35,5,6,203,"4/27/95","RB-FB",167.64,92.27,1995-04-27,28.3,168.7
"Scott"," Daniel","S","IND",31,6,1,208,"10/26/98","DB-CB-S",185.42,94.55,1998-10-26,24.8,184.71
"Scott"," JK","P","LAC",16,6,5,208,"10/30/95","S.TEAMS",195.58,94.55,1995-10-30,27.8,194.4
"Scott"," Josiah","CB","PHI",33,5,9,185,"4/5/99","DB-CB-S",175.26,84.09,1999-04-05,24.4,176.26
"Scott"," Nick","S","CIN",33,5,11,200,"5/17/95","DB-CB-S",180.34,90.91,1995-05-17,28.2,179.22
"Scott"," Trent","OT","WAS",73,6,5,320,"1/25/94","OL-G-C",195.58,145.45,1994-01-25,29.6,194.32
"Scott"," Ty","WR","KC",NA,6,3,202,"3/27/99","WR-TE",190.5,91.82,1999-03-27,24.4,192
"Scott"," Tyler","WR","CHI",13,5,11,185,"10/12/01","WR-TE",180.34,84.09,2001-10-12,21.8,181.06
"Scott"," Zavier","WR","IND",2,6,1,219,"7/17/99","WR-TE",185.42,99.55,1999-07-17,24.1,187.44
"Scott Jr."," Eric","CB","DAL",37,6,0,197,"8/7/98","DB-CB-S",182.88,89.55,1998-08-07,25,183.81
"Scruggs"," Juice","C","HOU",70,6,3,308,"1/19/00","OL-G-C",190.5,140,2000-01-19,23.6,188.55
"Seikovits"," Bernhard","TE","ARI",80,6,5,262,"7/24/97","WR-TE",195.58,119.09,1997-07-24,26.1,197.07
"Senat"," Deadrin","DL","TB",95,6,1,305,"7/22/94","DL-DE",185.42,138.64,1994-07-22,29.1,186.28
"Senat"," Greg","OL","NYJ",68,6,6,305,"9/8/94","OL-G-C",198.12,138.64,1994-09-08,28.9,198.35
"Sermon"," Trey","RB","PHI",22,6,0,215,"1/30/99","RB-FB",182.88,97.73,1999-01-30,24.5,183.39
"Settle"," Tim","DT","BUF",99,6,3,313,"7/11/97",NA,190.5,142.27,1997-07-11,26.1,189.04
"Seumalo"," Isaac","G","PIT",73,6,4,303,"10/29/93","OL-G-C",193.04,137.73,1993-10-29,29.8,192.58
"Sewell"," Nephi","LB","NO",45,6,0,228,"12/19/98","LB",182.88,103.64,1998-12-19,24.6,183.29
"Sewell"," Noah","LB","CHI",44,6,2,253,"4/26/02","LB",187.96,115,2002-04-26,21.3,189.44
"Sewell"," Penei","OT","DET",58,6,6,325,"10/9/00","OL-G-C",198.12,147.73,2000-10-09,22.8,197.92
"Sexton"," Mathew","WR","ATL",NA,5,11,175,"10/17/97","WR-TE",180.34,79.55,1997-10-17,25.8,178.91
"Seymour"," Kevon","CB","BAL",25,6,0,188,"11/30/93","DB-CB-S",182.88,85.45,1993-11-30,29.7,182.03
"Shaffer"," Justin","OL","ATL",75,6,4,330,"6/20/98","OL-G-C",193.04,150,1998-06-20,25.1,192.43
"Shaheed"," Rashid","WR","NO",22,6,0,180,"8/31/98","WR-TE",182.88,81.82,1998-08-31,25,182.46
"Shakir"," Khalil","WR","BUF",10,6,0,190,"2/3/00","WR-TE",182.88,86.36,2000-02-03,23.5,180.73
"Sharpe"," David","OT","BAL",74,6,6,346,"10/21/95","OL-G-C",198.12,157.27,1995-10-21,27.8,197.83
"Shatley"," Tyler","OL","JAC",69,6,3,305,"5/5/91","OL-G-C",190.5,138.64,1991-05-05,32.3,190.07
"Shavers"," Tyrell","WR","BUF",80,6,4,211,NA,"WR-TE",193.04,95.91,NA,NA,192.28
"Sheffield"," Kendall","CB","HOU",20,5,10,212,"5/30/96","DB-CB-S",177.8,96.36,1996-05-30,27.2,176.9
"Shelby"," Ty","LB","LAC",59,6,3,249,"10/14/98","LB",190.5,113.18,1998-10-14,24.8,191.14
"Shell"," Brandon","OT","BUF",68,6,5,324,"2/6/92","OL-G-C",195.58,147.27,1992-02-06,31.5,197.1
"Shelley"," Duke","CB","LV",23,5,9,176,"10/8/96","DB-CB-S",175.26,80,1996-10-08,26.8,177.31
"Shelton"," Coleman","G","LAR",65,6,4,299,"7/28/95","OL-G-C",193.04,135.91,1995-07-28,28,190.82
"Shelton"," Danny","NT","KC",71,6,2,339,"8/20/93","DL-DE",187.96,154.09,1993-08-20,30,188.81
"Shelvin"," Tyler","NT","TEN",72,6,3,346,"7/22/98","DL-DE",190.5,157.27,1998-07-22,25.1,188.34
"Shenault Jr."," Laviska","WR","CAR",5,6,1,220,"10/5/98","WR-TE",185.42,100,1998-10-05,24.9,186.44
"Shenker"," John Samuel","TE","LV",86,6,3,242,NA,"WR-TE",190.5,110,NA,NA,194.97
"Shepard"," Sterling","WR","NYG",3,5,10,196,"2/10/93","WR-TE",177.8,89.09,1993-02-10,30.5,177.6
"Shepherd"," Darrius","WR","LAC",NA,5,11,186,"11/1/95","WR-TE",180.34,84.55,1995-11-01,27.8,181.01
"Shepherd"," Nathan","DT","NO",93,6,4,315,"10/9/93",NA,193.04,143.18,1993-10-09,29.8,193.57
"Shepley"," Dakoda","C","IND",65,6,5,290,"12/27/94","OL-G-C",195.58,131.82,1994-12-27,28.6,196.43
"Sherfield"," Trent","WR","BUF",16,6,1,205,"2/26/96","WR-TE",185.42,93.18,1996-02-26,27.5,185.22
"Sherman"," Will","OL","DEN",78,6,4,300,"5/27/99","OL-G-C",193.04,136.36,1999-05-27,24.2,192.78
"Sherwood"," Jamien","LB","NYJ",44,6,2,216,"1/12/00","LB",187.96,98.18,2000-01-12,23.6,186.5
"Shorter"," Justin","WR","BUF",18,6,4,223,"4/17/00","WR-TE",193.04,101.36,2000-04-17,23.3,193.45
"Shudak"," Caleb","K","TEN",6,5,7,177,"11/19/97","S.TEAMS",170.18,80.45,1997-11-19,25.7,170.27
"Sieg"," Trent","LS","DAL",47,6,3,240,"5/19/95","S.TEAMS",190.5,109.09,1995-05-19,28.2,190.78
"Sieler"," Zach","DT","MIA",92,6,6,305,"9/7/95",NA,198.12,138.64,1995-09-07,27.9,197.81
"Siemian"," Trevor","QB","CIN",19,6,3,220,"12/26/91","QB",190.5,100,1991-12-26,31.6,191.84
"Sills"," Josh","G","PHI",73,6,6,325,"1/26/98","OL-G-C",198.12,147.73,1998-01-26,25.5,198.61
"Sills V"," David","WR","NYG",13,6,3,211,"5/29/96","WR-TE",190.5,95.91,1996-05-29,27.2,189.8
"Silvera"," Nesta Jade","DT","LV",97,6,2,315,"1/23/00",NA,187.96,143.18,2000-01-23,23.6,191.12
"Simmons"," Isaiah","LB","ARI",9,6,4,238,"7/26/98","LB",193.04,108.18,1998-07-26,25,192.98
"Simmons"," Jeffery","DT","TEN",98,6,4,305,"7/28/97",NA,193.04,138.64,1997-07-28,26,192.07
"Simmons"," Justin","S","DEN",31,6,2,202,"11/19/93","DB-CB-S",187.96,91.82,1993-11-19,29.7,189.61
"Simmons"," Lachavious","OL","ARI",73,6,5,315,"9/26/96","OL-G-C",195.58,143.18,1996-09-26,26.9,195.79
"Simpson"," John","G","BAL",76,6,4,330,"8/19/97","OL-G-C",193.04,150,1997-08-19,26,191.29
"Simpson"," Trenton","LB","BAL",30,6,2,234,"6/14/01","LB",187.96,106.36,2001-06-14,22.2,187.94
"Sims"," Ben","TE","MIN",49,6,5,250,NA,"WR-TE",195.58,113.64,NA,NA,194.79
"Sims"," Cam","WR","LV",81,6,5,214,"1/6/96","WR-TE",195.58,97.27,1996-01-06,27.6,195.48
"Sims"," Christian","TE","LAR",46,6,2,239,"2/15/01","WR-TE",187.96,108.64,2001-02-15,22.5,184.8
"Sims"," Steven","WR","HOU",82,5,10,176,"3/31/97","WR-TE",177.8,80,1997-03-31,26.4,177.74
"Singletary"," Devin","RB","HOU",26,5,7,203,"9/3/97","RB-FB",170.18,92.27,1997-09-03,25.9,168.51
"Singleton"," Alex","LB","DEN",49,6,2,240,"12/7/93","LB",187.96,109.09,1993-12-07,29.7,187.01
"Sinnett"," Reid","QB","CIN",NA,6,4,225,"2/5/97","QB",193.04,102.27,1997-02-05,26.5,193.33
"Siposs"," Arryn","P","PHI",10,6,2,212,"11/25/92","S.TEAMS",187.96,96.36,1992-11-25,30.7,187.85
"Skinner"," JL","S","DEN",46,6,4,220,"4/16/01","DB-CB-S",193.04,100,2001-04-16,22.3,190.71
"Skipper"," Dan","OT","IND",NA,6,9,330,"9/20/94","OL-G-C",205.74,150,1994-09-20,28.9,205.76
"Skoronski"," Peter","OL","TEN",77,6,4,313,"7/31/01","OL-G-C",193.04,142.27,2001-07-31,22,192.29
"Skowronek"," Ben","WR","LAR",18,6,3,224,"6/27/97","WR-TE",190.5,101.82,1997-06-27,26.1,192.97
"Skule"," Justin","OT","TB",77,6,6,315,"11/23/96","OL-G-C",198.12,143.18,1996-11-23,26.7,197.52
"Slade"," Jacob","DT","ARI",60,6,3,293,"2/23/00",NA,190.5,133.18,2000-02-23,23.5,189.29
"Slater"," Matthew","WR","NE",18,6,0,205,"9/9/85","WR-TE",182.88,93.18,1985-09-09,37.9,182.6
"Slater"," Rashawn","OT","LAC",70,6,4,315,"3/26/99","OL-G-C",193.04,143.18,1999-03-26,24.4,193.59
"Slaton"," T.J.","DL","GB",93,6,4,330,"10/3/97","DL-DE",193.04,150,1997-10-03,25.9,193.82
"Slay"," Darius","CB","PHI",2,6,0,190,"1/1/91","DB-CB-S",182.88,86.36,1991-01-01,32.6,180.2
"Slayton"," Chris","DL","GB",98,6,4,307,"8/1/96","DL-DE",193.04,139.55,1996-08-01,27,191.63
"Slayton"," Darius","WR","NYG",86,6,1,194,"1/12/97","WR-TE",185.42,88.18,1997-01-12,26.6,186.05
"Slye"," Joey","K","WAS",6,5,11,213,"4/10/96","S.TEAMS",180.34,96.82,1996-04-10,27.3,181.8
"Smart"," Tanzel","DL","NYJ",79,6,1,295,"11/6/94","DL-DE",185.42,134.09,1994-11-06,28.8,187.9
"Smartt"," Stone","TE","LAC",48,6,4,226,"10/4/98","WR-TE",193.04,102.73,1998-10-04,24.9,193.85
"Smenda Jr."," Ryan","LB","LAR",50,6,2,235,"1/28/00","LB",187.96,106.82,2000-01-28,23.5,186.24
"Smith"," Abram","RB","MIN",NA,5,11,221,"9/14/98","RB-FB",180.34,100.45,1998-09-14,24.9,181.78
"Smith"," Andre","LB","ATL",59,6,0,240,"4/20/97","LB",182.88,109.09,1997-04-20,26.3,179.87
"Smith"," Braden","OT","IND",72,6,6,315,"3/25/96","OL-G-C",198.12,143.18,1996-03-25,27.4,194.83
"Smith"," Brandon","WR","ARI",NA,6,2,220,"12/10/98","WR-TE",187.96,100,1998-12-10,24.7,186
"Smith"," Brandon","LB","CAR",40,6,3,240,"4/12/01","LB",190.5,109.09,2001-04-12,22.3,189.91
"Smith"," Cam","CB","MIA",24,6,0,188,"12/21/00","DB-CB-S",182.88,85.45,2000-12-21,22.6,181.88
"Smith"," Chris","DL","DET",92,6,1,302,NA,"DL-DE",185.42,137.27,NA,NA,185.74
"Smith"," Christopher","S","LV",NA,5,11,192,"5/1/00","DB-CB-S",180.34,87.27,2000-05-01,23.3,180.39
"Smith"," D'Ante","OT","CIN",70,6,5,309,"6/9/98","OL-G-C",195.58,140.45,1998-06-09,25.2,195.19
"Smith"," DeVonta","WR","PHI",6,6,0,170,"11/14/98","WR-TE",182.88,77.27,1998-11-14,24.7,183.23
"Smith"," Donovan","OT","KC",79,6,6,338,"6/23/93","OL-G-C",198.12,153.64,1993-06-23,30.1,197.26
"Smith"," Geno","QB","SEA",7,6,3,221,"10/10/90","QB",190.5,100.45,1990-10-10,32.8,189.84
"Smith"," Harrison","S","MIN",22,6,2,211,"2/2/89","DB-CB-S",187.96,95.91,1989-02-02,34.5,186.63
"Smith"," Jeff","WR","NYG",19,6,1,195,"4/21/97","WR-TE",185.42,88.64,1997-04-21,26.3,186.75
"Smith"," Jonnu","TE","ATL",81,6,3,248,"8/22/95","WR-TE",190.5,112.73,1995-08-22,28,191.52
"Smith"," Jordan","LB","JAC",92,6,6,250,"4/10/98","LB",198.12,113.64,1998-04-10,25.3,198.92
"Smith"," Keidron","S","MIA",36,6,2,201,"11/1/99","DB-CB-S",187.96,91.36,1999-11-01,23.8,189.58
"Smith"," Keith","FB","ATL",40,6,0,240,"4/8/92","RB-FB",182.88,109.09,1992-04-08,31.4,181.42
"Smith"," Kendall","DB","WAS",NA,6,1,205,NA,"DB-CB-S",185.42,93.18,NA,NA,186.45
"Smith"," Kion","OT","MIA",71,6,5,311,"10/7/98","OL-G-C",195.58,141.36,1998-10-07,24.8,196.86
"Smith"," Kobe","DT","NYG",NA,6,2,312,"6/23/98",NA,187.96,141.82,1998-06-23,25.1,188.51
"Smith"," Lecitus","OL","ARI",54,6,3,314,"7/13/98","OL-G-C",190.5,142.73,1998-07-13,25.1,189.41
"Smith"," Mazi","DT","DAL",58,6,3,337,"6/16/01",NA,190.5,153.18,2001-06-16,22.2,193.99
"Smith"," Nolan","LB","PHI",3,6,2,238,"1/18/01","LB",187.96,108.18,2001-01-18,22.6,189.56
"Smith"," Preston","LB","GB",91,6,5,265,"11/17/92","LB",195.58,120.45,1992-11-17,30.7,195.84
"Smith"," Roquan","LB","BAL",18,6,1,236,"4/8/97","LB",185.42,107.27,1997-04-08,26.3,185.98
"Smith"," Saivion","CB","DET",23,6,1,200,"11/5/97","DB-CB-S",185.42,90.91,1997-11-05,25.8,184.06
"Smith"," Shi","WR","CAR",12,5,10,190,"10/26/98","WR-TE",177.8,86.36,1998-10-26,24.8,177.12
"Smith"," T.J.","DL","MIN",50,6,3,300,"4/19/97","DL-DE",190.5,136.36,1997-04-19,26.3,190.54
"Smith"," Terell","DB","CHI",32,6,0,207,"7/27/99","DB-CB-S",182.88,94.09,1999-07-27,24,181.14
"Smith"," Tremon","CB","DEN",23,6,0,190,"7/20/96","DB-CB-S",182.88,86.36,1996-07-20,27.1,180.45
"Smith"," Tre'quan","WR","NO",10,6,2,210,"1/7/96","WR-TE",187.96,95.45,1996-01-07,27.6,185.57
"Smith"," Trey","OL","KC",65,6,6,321,"6/16/99","OL-G-C",198.12,145.91,1999-06-16,24.2,200.56
"Smith"," Tyler","OL","DAL",73,6,6,332,"4/3/01","OL-G-C",198.12,150.91,2001-04-03,22.4,195.66
"Smith"," Tyreke","LB","SEA",92,6,3,255,"2/14/00","LB",190.5,115.91,2000-02-14,23.5,192.03
"Smith"," Tyron","OT","DAL",77,6,5,320,"12/12/90","OL-G-C",195.58,145.45,1990-12-12,32.7,197.12
"Smith"," Vyncint","WR","IND",15,6,3,195,"6/9/96","WR-TE",190.5,88.64,1996-06-09,27.2,188.79
"Smith"," Xavier","WR","LAR",19,5,9,174,NA,"WR-TE",175.26,79.09,NA,NA,176.17
"Smith"," Za'Darius","DE","CLE",99,6,4,275,"9/8/92","DL-DE",193.04,125,1992-09-08,30.9,192.91
"Smith Jr."," Irv","TE","CIN",81,6,2,240,"8/9/98","WR-TE",187.96,109.09,1998-08-09,25,190.02
"Smith-Marsette"," Ihmir","WR","KC",82,6,1,185,"8/29/99","WR-TE",185.42,84.09,1999-08-29,24,185.84
